file	line	scope	decorators	text
findex_bot/handlers/seeker.py	990	seeker_buttons_only_trash	router.message(StateFilter(SeekerForm.preview, SeekerForm.media_choice, SeekerForm.media_confirm))	Нажми одну из кнопок выше: ➕ Добавить медиа или ⏭ Без медиа.
findex_bot/handlers/seeker.py	992	seeker_buttons_only_trash	router.message(StateFilter(SeekerForm.preview, SeekerForm.media_choice, SeekerForm.media_confirm))	Используй кнопки выше.
findex_bot/handlers/seeker.py	1027	seek_send	"router.callback_query(F.data.startswith(""send_seeker:""))"	⏳ Уже на модерации
findex_bot/handlers/seeker.py	1033	seek_send	"router.callback_query(F.data.startswith(""send_seeker:""))"	⚠️ Сначала выбери, как принимать отклики.
findex_bot/handlers/seeker.py	1088	seek_send	"router.callback_query(F.data.startswith(""send_seeker:""))"	✅ Отправлено на модерацию
findex_bot/handlers/start.py	24	_roles_kb		🏢 Работодатель
findex_bot/handlers/start.py	25	_roles_kb		👤 Соискатель
findex_bot/handlers/start.py	41	show_roles		"Единая функция показа выбора роли. Используется и в /start, и в кнопке ""Меню вакансий"" (vacancies_menu). ВАЖНО: - тут НЕЛЬЗЯ делать state.set_state(...) - тут НЕЛЬЗЯ создавать draft / писать ad_id Потому что draft создаётся строго в employer.py/seeker.py по нажатию кнопок роли."
findex_bot/handlers/start.py	52	show_roles		👋 Добро пожаловать в FindexHub! Выбери роль:
findex_bot/handlers/start.py	90	<module>		Нажми одну из кнопок выше: 🏢 Работодатель или 👤 Соискатель.
findex_bot/middlewares/fsm_watchdog.py	66	_clean_thread_hint_for_state		Нажми одну из кнопок выше: 🔒 Отклики через бота или 📞 Контакты в объявлении.
findex_bot/middlewares/fsm_watchdog.py	69	_clean_thread_hint_for_state		Нажми одну из кнопок выше: ➕ Добавить медиа или ⏭ Без медиа.
findex_bot/middlewares/fsm_watchdog.py	75	_clean_thread_hint_for_state		👆 Нажми кнопку «⚡ Откликнуться за 1 минуту» выше.
findex_bot/middlewares/fsm_watchdog.py	78	_clean_thread_hint_for_state		Нажми одну из кнопок выше: ⚡ Быстрый отклик или ✏️ Заполнить заново.
findex_bot/middlewares/fsm_watchdog.py	81	_clean_thread_hint_for_state		Используй кнопки выше: измени поле или отправь отклик.
findex_bot/middlewares/fsm_watchdog.py	84	_clean_thread_hint_for_state		Здесь нужно выбрать гражданство кнопкой выше. Если страны нет в списке — нажми «🌍 Другая страна».
findex_bot/middlewares/fsm_watchdog.py	87	_clean_thread_hint_for_state		Нажми одну из кнопок выше: ✅ Подтвердить, 🔁 Заменить или 🗑 Удалить.
findex_bot/middlewares/fsm_watchdog.py	90	_clean_thread_hint_for_state		Используй кнопки выше: исправить поле, изменить медиа или отправить объявление на модерацию.
findex_bot/middlewares/fsm_watchdog.py	93	_clean_thread_hint_for_state		Нажми одну из кнопок выше.
findex_bot/middlewares/fsm_watchdog.py	95	_clean_thread_hint_for_state		Нажми одну из кнопок выше.
findex_bot/utils/ui_utils.py	73	contact_mode_keyboard		🔓 Контакты в объявлении
findex_bot/utils/ui_utils.py	74	contact_mode_keyboard		🔐 Отклики через бота
findex_bot/utils/ui_utils.py	83	contact_mode_info_text		🔍 <b>Разница между режимами</b> 🔓 <b>Контакты в объявлении</b> Люди пишут тебе напрямую в личку/звонят. Быстро, привычно, удобно (но это не точно) 🔐 <b>Отклики через бота</b> Все отклики приходят сюда, с кнопками “ответить / пригласить / закрыть”. Быстро, конфиденциально, безопасно, в любой момент можешь продолжить общение напрямую. Есть статусы, напоминания и защита от спама. Ты всегда можешь изменить этот выбор позже.
findex_bot/utils/ui_utils.py	411	sent_to_moderation_stub_kb		⏳ Объявление отправлено на модерацию
findex_bot/utils/ui_utils.py	434	field_title		Контакты
findex_bot/utils/ui_utils.py	446	rejected_user_text		❌ Объявление отклонено модератором. Причина: <b>{...}</b> Нажми кнопку ниже, чтобы сразу исправить.
findex_bot/utils/ui_utils.py	456	employer_media_choice_kb		⏭ Без медиа
findex_bot/utils/ui_utils.py	465	seeker_media_choice_kb		⏭ Без медиа
findex_bot/utils/ui_utils.py	474	media_confirm_kb		✅ Подтвердить
findex_bot/utils/ui_utils.py	475	media_confirm_kb		🔁 Заменить
findex_bot/utils/ui_utils.py	476	media_confirm_kb		🗑 Удалить
findex_bot/utils/ui_utils.py	491	employer_preview_keyboard		📞 Исправить контакты
findex_bot/utils/ui_utils.py	500	employer_preview_keyboard		✅ Отправить на модерацию
findex_bot/utils/ui_utils.py	518	seeker_preview_keyboard		📞 Исправить контакты
findex_bot/utils/ui_utils.py	525	seeker_preview_keyboard		✅ Отправить на модерацию
findex_bot/utils/ui_utils.py	557	rejection_reasons_kb		📞 Контакты некорректные
findex_bot/utils/ui_utils.py	568	rejection_reasons_kb		📞 Контакты некорректные
